 Convergence        Position           [CO2]            [H+]         [HCO3-]         [CO3-2]           [OH-]            [K+]           Phi_2           Phi_1     RDE_Current
           T     8.55000E+01     7.67360E-05     2.73990E-10     2.49612E-01     1.69641E-01     6.64149E-05     5.88960E-01    -4.20513E-03    -1.86400E+00    -1.08997E+02
           T     8.65000E+01     9.99508E-05     3.26865E-10     2.72532E-01     1.55256E-01     5.56713E-05     5.83100E-01    -3.94837E-03    -1.86400E+00    -1.08997E+02
           T     8.75000E+01     1.29909E-04     3.91487E-10     2.95747E-01     1.40671E-01     4.64818E-05     5.77135E-01    -3.68433E-03    -1.86400E+00    -1.08997E+02
           T     8.85000E+01     1.69189E-04     4.72297E-10     3.19269E-01     1.25876E-01     3.85287E-05     5.71059E-01    -3.41254E-03    -1.86400E+00    -1.08997E+02
           T     8.95000E+01     2.21854E-04     5.76289E-10     3.43106E-01     1.10863E-01     3.15762E-05     5.64864E-01    -3.13245E-03    -1.86400E+00    -1.08997E+02
           T     9.05000E+01     2.94683E-04     7.15126E-10     3.67259E-01     9.56290E-02     2.54459E-05     5.58542E-01    -2.84348E-03    -1.86400E+00    -1.08997E+02
           T     9.15000E+01     3.99842E-04     9.09744E-10     3.91714E-01     8.01770E-02     2.00023E-05     5.52088E-01    -2.54503E-03    -1.86400E+00    -1.08997E+02
           T     9.25000E+01     5.61398E-04     1.20156E-09     4.16415E-01     6.45329E-02     1.51445E-05     5.45496E-01    -2.23656E-03    -1.86400E+00    -1.08997E+02
           T     9.35000E+01     8.33669E-04     1.68410E-09     4.41192E-01     4.87821E-02     1.08052E-05     5.38767E-01    -1.91783E-03    -1.86400E+00    -1.08997E+02
           T     9.45000E+01     1.36373E-03     2.61090E-09     4.65520E-01     3.32007E-02     6.96962E-06     5.31929E-01    -1.58985E-03    -1.86400E+00    -1.08997E+02
           T     9.55000E+01     2.64353E-03     4.83257E-09     4.87535E-01     1.87857E-02     3.76549E-06     5.25111E-01    -1.25859E-03    -1.86400E+00    -1.08997E+02
           T     9.65000E+01     6.12856E-03     1.08897E-08     5.01583E-01     8.57686E-03     1.67103E-06     5.18739E-01    -9.45102E-04    -1.86400E+00    -1.08997E+02
           T     9.75000E+01     1.25560E-02     2.21764E-08     5.04616E-01     4.23710E-03     8.20556E-07     5.13091E-01    -6.63986E-04    -1.86400E+00    -1.08997E+02
           T     9.85000E+01     2.03269E-02     3.60460E-08     5.02590E-01     2.59631E-03     5.04827E-07     5.07783E-01    -3.96965E-04    -1.86400E+00    -1.08997E+02
           T     9.95000E+01     2.85311E-02     5.09651E-08     4.98937E-01     1.82294E-03     3.57048E-07     5.02583E-01    -1.32663E-04    -1.86400E+00    -1.08997E+02
           T     1.00000E+02     3.27046E-02     5.86662E-08     4.96846E-01     1.57701E-03     3.10179E-07     5.00000E-01     0.00000E+00    -1.86400E+00    -1.08997E+02
           T     0.00000E+00     5.94532E-25     4.23641E-14     1.25077E-17     5.49767E-14     4.29538E-01     4.29538E-01     3.84558E-03    -1.87200E+00    -1.08997E+02
           T     5.00000E-01     3.25809E-14     4.27654E-14     6.79001E-07     2.95650E-03     4.25508E-01     4.31421E-01     3.73301E-03    -1.87200E+00    -1.08997E+02
           T     1.50000E+00     1.00330E-13     4.35755E-14     2.05205E-06     8.76891E-03     4.17597E-01     4.35137E-01     3.51279E-03    -1.87200E+00    -1.08997E+02
           T     2.50000E+00     1.72092E-13     4.44015E-14     3.45433E-06     1.44866E-02     4.09829E-01     4.38806E-01     3.29721E-03    -1.87200E+00    -1.08997E+02
           T     3.50000E+00     2.48110E-13     4.52443E-14     4.88744E-06     2.01149E-02     4.02195E-01     4.42429E-01     3.08603E-03    -1.87200E+00    -1.08997E+02
           T     4.50000E+00     3.28646E-13     4.61049E-14     6.35303E-06     2.56587E-02     3.94687E-01     4.46011E-01     2.87899E-03    -1.87200E+00    -1.08997E+02
           T     5.50000E+00     4.13979E-13     4.69843E-14     7.85281E-06     3.11224E-02     3.87300E-01     4.49552E-01     2.67591E-03    -1.87200E+00    -1.08997E+02
           T     6.50000E+00     5.04411E-13     4.78835E-14     9.38855E-06     3.65100E-02     3.80026E-01     4.53056E-01     2.47656E-03    -1.87200E+00    -1.08997E+02
           T     7.50000E+00     6.00269E-13     4.88037E-14     1.09621E-05     4.18255E-02     3.72861E-01     4.56523E-01     2.28079E-03    -1.87200E+00    -1.08997E+02
           T     8.50000E+00     7.01903E-13     4.97459E-14     1.25754E-05     4.70721E-02     3.65799E-01     4.59956E-01     2.08842E-03    -1.87200E+00    -1.08997E+02
           T     9.50000E+00     8.09692E-13     5.07112E-14     1.42304E-05     5.22531E-02     3.58836E-01     4.63356E-01     1.89929E-03    -1.87200E+00    -1.08997E+02
           T     1.05000E+01     9.24045E-13     5.17010E-14     1.59292E-05     5.73714E-02     3.51966E-01     4.66725E-01     1.71328E-03    -1.87200E+00    -1.08997E+02
           T     1.15000E+01     1.04540E-12     5.27164E-14     1.76741E-05     6.24298E-02     3.45187E-01     4.70064E-01     1.53023E-03    -1.87200E+00    -1.08997E+02
           T     1.25000E+01     1.17425E-12     5.37589E-14     1.94675E-05     6.74309E-02     3.38493E-01     4.73374E-01     1.35004E-03    -1.87200E+00    -1.08997E+02
           T     1.35000E+01     1.31110E-12     5.48298E-14     2.13117E-05     7.23770E-02     3.31882E-01     4.76657E-01     1.17259E-03    -1.87200E+00    -1.08997E+02
           T     1.45000E+01     1.45651E-12     5.59307E-14     2.32094E-05     7.72704E-02     3.25349E-01     4.79913E-01     9.97760E-04    -1.87200E+00    -1.08997E+02
           T     1.55000E+01     1.61110E-12     5.70631E-14     2.51633E-05     8.21130E-02     3.18893E-01     4.83144E-01     8.25462E-04    -1.87200E+00    -1.08997E+02
           T     1.65000E+01     1.77553E-12     5.82286E-14     2.71764E-05     8.69070E-02     3.12510E-01     4.86351E-01     6.55598E-04    -1.87200E+00    -1.08997E+02
           T     1.75000E+01     1.95052E-12     5.94292E-14     2.92517E-05     9.16541E-02     3.06197E-01     4.89534E-01     4.88081E-04    -1.87200E+00    -1.08997E+02
           T     1.85000E+01     2.13687E-12     6.06666E-14     3.13927E-05     9.63560E-02     2.99951E-01     4.92695E-01     3.22825E-04    -1.87200E+00    -1.08997E+02
           T     1.95000E+01     2.33542E-12     6.19428E-14     3.36027E-05     1.01014E-01     2.93771E-01     4.95833E-01     1.59754E-04    -1.87200E+00    -1.08997E+02
           T     2.05000E+01     2.54712E-12     6.32601E-14     3.58856E-05     1.05631E-01     2.87654E-01     4.98951E-01    -1.20718E-06    -1.87200E+00    -1.08997E+02
           T     2.15000E+01     2.77299E-12     6.46206E-14     3.82453E-05     1.10206E-01     2.81598E-01     5.02049E-01    -1.60128E-04    -1.87200E+00    -1.08997E+02
           T     2.25000E+01     3.01417E-12     6.60269E-14     4.06862E-05     1.14743E-01     2.75600E-01     5.05127E-01    -3.17075E-04    -1.87200E+00    -1.08997E+02
           T     2.35000E+01     3.27188E-12     6.74815E-14     4.32128E-05     1.19242E-01     2.69659E-01     5.08186E-01    -4.72111E-04    -1.87200E+00    -1.08997E+02
           T     2.45000E+01     3.54748E-12     6.89873E-14     4.58302E-05     1.23704E-01     2.63773E-01     5.11226E-01    -6.25295E-04    -1.87200E+00    -1.08997E+02
           T     2.55000E+01     3.84248E-12     7.05472E-14     4.85435E-05     1.28130E-01     2.57941E-01     5.14249E-01    -7.76683E-04    -1.87200E+00    -1.08997E+02
           T     2.65000E+01     4.15850E-12     7.21646E-14     5.13585E-05     1.32522E-01     2.52160E-01     5.17255E-01    -9.26329E-04    -1.87200E+00    -1.08997E+02
           T     2.75000E+01     4.49738E-12     7.38429E-14     5.42814E-05     1.36881E-01     2.46429E-01     5.20244E-01    -1.07428E-03    -1.87200E+00    -1.08997E+02
           T     2.85000E+01     4.86113E-12     7.55859E-14     5.73187E-05     1.41207E-01     2.40746E-01     5.23217E-01    -1.22060E-03    -1.87200E+00    -1.08997E+02
           T     2.95000E+01     5.25199E-12     7.73977E-14     6.04777E-05     1.45501E-01     2.35110E-01     5.26174E-01    -1.36531E-03    -1.87200E+00    -1.08997E+02
           T     3.05000E+01     5.67243E-12     7.92827E-14     6.37662E-05     1.49766E-01     2.29521E-01     5.29116E-01    -1.50848E-03    -1.87200E+00    -1.08997E+02
           T     3.15000E+01     6.12521E-12     8.12457E-14     6.71925E-05     1.54000E-01     2.23975E-01     5.32043E-01    -1.65013E-03    -1.87200E+00    -1.08997E+02
           T     3.25000E+01     6.61343E-12     8.32918E-14     7.07660E-05     1.58206E-01     2.18473E-01     5.34955E-01    -1.79032E-03    -1.87200E+00    -1.08997E+02
           T     3.35000E+01     7.14053E-12     8.54269E-14     7.44965E-05     1.62383E-01     2.13013E-01     5.37853E-01    -1.92907E-03    -1.87200E+00    -1.08997E+02
           T     3.45000E+01     7.71036E-12     8.76571E-14     7.83949E-05     1.66533E-01     2.07593E-01     5.40738E-01    -2.06643E-03    -1.87200E+00    -1.08997E+02
           T     3.55000E+01     8.32728E-12     8.99891E-14     8.24733E-05     1.70657E-01     2.02214E-01     5.43610E-01    -2.20242E-03    -1.87200E+00    -1.08997E+02
           T     3.65000E+01     8.99616E-12     9.24303E-14     8.67447E-05     1.74754E-01     1.96873E-01     5.46468E-01    -2.33710E-03    -1.87200E+00    -1.08997E+02
           T     3.75000E+01     9.72254E-12     9.49891E-14     9.12233E-05     1.78827E-01     1.91570E-01     5.49314E-01    -2.47048E-03    -1.87200E+00    -1.08997E+02
           T     3.85000E+01     1.05127E-11     9.76742E-14     9.59252E-05     1.82874E-01     1.86303E-01     5.52148E-01    -2.60259E-03    -1.87200E+00    -1.08997E+02
           T     3.95000E+01     1.13736E-11     1.00496E-13     1.00868E-04     1.86898E-01     1.81073E-01     5.54969E-01    -2.73348E-03    -1.87200E+00    -1.08997E+02
           T     4.05000E+01     1.23135E-11     1.03464E-13     1.06070E-04     1.90898E-01     1.75877E-01     5.57779E-01    -2.86315E-03    -1.87200E+00    -1.08997E+02
           T     4.15000E+01     1.33416E-11     1.06592E-13     1.11553E-04     1.94875E-01     1.70716E-01     5.60577E-01    -2.99166E-03    -1.87200E+00    -1.08997E+02
           T     4.25000E+01     1.44685E-11     1.09893E-13     1.17342E-04     1.98830E-01     1.65588E-01     5.63364E-01    -3.11901E-03    -1.87200E+00    -1.08997E+02
           T     4.35000E+01     1.57065E-11     1.13382E-13     1.23462E-04     2.02762E-01     1.60492E-01     5.66140E-01    -3.24523E-03    -1.87200E+00    -1.08997E+02
           T     4.45000E+01     9.21042E-05    -1.52343E-10    -5.38836E-01     6.58617E-01    -1.19447E-04     7.78280E-01    -1.13489E-02    -1.87200E+00    -1.08997E+02
           T     4.55000E+01     8.76095E-05    -1.49822E-10    -5.21167E-01     6.47743E-01    -1.21458E-04     7.74197E-01    -1.12139E-02    -1.87200E+00    -1.08997E+02
           T     4.65000E+01     2.14011E-11     1.28071E-13     1.48932E-04     2.16540E-01     1.42086E-01     5.75315E-01    -3.64526E-03    -1.87200E+00    -1.08997E+02
           T     4.75000E+01     2.33825E-11     1.32697E-13     1.57047E-04     2.20377E-01     1.37132E-01     5.78043E-01    -3.76675E-03    -1.87200E+00    -1.08997E+02
           T     4.85000E+01     7.64080E-05    -1.42957E-10    -4.76357E-01     6.20477E-01    -1.27290E-04     7.64471E-01    -1.08984E-02    -1.87200E+00    -1.08997E+02
           T     4.95000E+01     7.20537E-05    -1.40075E-10    -4.58455E-01     6.09447E-01    -1.29909E-04     7.60310E-01    -1.07582E-02    -1.87200E+00    -1.08997E+02
           T     5.05000E+01     3.25572E-11     1.52100E-13     1.90774E-04     2.33555E-01     1.19639E-01     5.86940E-01    -4.14942E-03    -1.87200E+00    -1.08997E+02
           T     5.15000E+01     6.43891E-05    -1.34603E-10    -4.26343E-01     5.89801E-01    -1.35191E-04     7.53125E-01    -1.05183E-02    -1.87200E+00    -1.08997E+02
           T     5.25000E+01     6.01766E-05    -1.31374E-10    -4.08242E-01     5.78639E-01    -1.38513E-04     7.48898E-01    -1.03738E-02    -1.87200E+00    -1.08997E+02
           T     5.35000E+01     5.60230E-05    -1.28005E-10    -3.90066E-01     5.67427E-01    -1.42158E-04     7.44646E-01    -1.02276E-02    -1.87200E+00    -1.08997E+02
           T     5.45000E+01     5.19337E-05    -1.24487E-10    -3.71815E-01     5.56165E-01    -1.46176E-04     7.40369E-01    -1.00797E-02    -1.87200E+00    -1.08997E+02
           T     5.55000E+01     4.79141E-05    -1.20807E-10    -3.53484E-01     5.44851E-01    -1.50629E-04     7.36066E-01    -9.92998E-03    -1.87200E+00    -1.08997E+02
           T     5.65000E+01     4.39705E-05    -1.16955E-10    -3.35074E-01     5.33483E-01    -1.55589E-04     7.31736E-01    -9.77849E-03    -1.87200E+00    -1.08997E+02
           T     5.75000E+01     4.01098E-05    -1.12918E-10    -3.16582E-01     5.22061E-01    -1.61152E-04     7.27379E-01    -9.62513E-03    -1.87200E+00    -1.08997E+02
           T     5.85000E+01     3.63396E-05    -1.08682E-10    -2.98005E-01     5.10583E-01    -1.67434E-04     7.22994E-01    -9.46985E-03    -1.87200E+00    -1.08997E+02
           T     5.95000E+01     3.26685E-05    -1.04230E-10    -2.79342E-01     4.99048E-01    -1.74585E-04     7.18580E-01    -9.31260E-03    -1.87200E+00    -1.08997E+02
           T     6.05000E+01     2.91060E-05    -9.95461E-11    -2.60591E-01     4.87455E-01    -1.82800E-04     7.14137E-01    -9.15333E-03    -1.87200E+00    -1.08997E+02
           T     6.15000E+01     2.56628E-05    -9.46104E-11    -2.41750E-01     4.75803E-01    -1.92336E-04     7.09664E-01    -8.99198E-03    -1.87200E+00    -1.08997E+02
           T     6.25000E+01     2.23509E-05    -8.94017E-11    -2.22817E-01     4.64090E-01    -2.03542E-04     7.05160E-01    -8.82851E-03    -1.87200E+00    -1.08997E+02
           T     6.35000E+01     1.91836E-05    -8.38965E-11    -2.03792E-01     4.52318E-01    -2.16898E-04     7.00626E-01    -8.66287E-03    -1.87200E+00    -1.08997E+02
           T     6.45000E+01     1.61764E-05    -7.80685E-11    -1.84674E-01     4.40484E-01    -2.33090E-04     6.96062E-01    -8.49503E-03    -1.87200E+00    -1.08997E+02
           T     6.55000E+01     1.33465E-05    -7.18887E-11    -1.65465E-01     4.28592E-01    -2.53127E-04     6.91467E-01    -8.32496E-03    -1.87200E+00    -1.08997E+02
           T     6.65000E+01     1.07135E-05    -6.53255E-11    -1.46166E-01     4.16644E-01    -2.78559E-04     6.86843E-01    -8.15269E-03    -1.87200E+00    -1.08997E+02
           T     6.75000E+01     8.29994E-06    -5.83445E-11    -1.26787E-01     4.04646E-01    -3.11889E-04     6.82194E-01    -7.97827E-03    -1.87200E+00    -1.08997E+02
           T     6.85000E+01     6.13169E-06    -5.09106E-11    -1.07343E-01     3.92612E-01    -3.57431E-04     6.77524E-01    -7.80191E-03    -1.87200E+00    -1.08997E+02
           T     6.95000E+01     1.63906E-09     9.37708E-13     1.55786E-03     3.09357E-01     1.94058E-02     6.39677E-01    -6.32627E-03    -1.87200E+00    -1.08997E+02
           T     7.05000E+01     2.71808E-09     1.20157E-12     2.01611E-03     3.12440E-01     1.51444E-02     6.42041E-01    -6.42098E-03    -1.87200E+00    -1.08997E+02
           T     7.15000E+01     5.22517E-09     1.65853E-12     2.80787E-03     3.15248E-01     1.09718E-02     6.44275E-01    -6.51020E-03    -1.87200E+00    -1.08997E+02
           T     7.25000E+01     1.29471E-08     2.60192E-12     4.43484E-03     3.17384E-01     6.99370E-03     6.46196E-01    -6.58665E-03    -1.87200E+00    -1.08997E+02
           T     7.35000E+01     4.93969E-08     5.08170E-12     8.66345E-03     3.17455E-01     3.58089E-03     6.47154E-01    -6.62466E-03    -1.87200E+00    -1.08997E+02
           T     7.45000E+01     2.54731E-07     1.16347E-11     1.95130E-02     3.12297E-01     1.56402E-03     6.45671E-01    -6.56577E-03    -1.87200E+00    -1.08997E+02
           T     7.55000E+01     9.20490E-07     2.24791E-11     3.64955E-02     3.02315E-01     8.09507E-04     6.41935E-01    -6.41675E-03    -1.87200E+00    -1.08997E+02
           T     7.65000E+01     2.24040E-06     3.57751E-11     5.58141E-02     2.90511E-01     5.08650E-04     6.37345E-01    -6.23249E-03    -1.87200E+00    -1.08997E+02
           T     7.75000E+01     4.34369E-06     5.09200E-11     7.60274E-02     2.78023E-01     3.57364E-04     6.32432E-01    -6.03376E-03    -1.87200E+00    -1.08997E+02
           T     7.85000E+01     7.37091E-06     6.79191E-11     9.67229E-02     2.65178E-01     2.67922E-04     6.27346E-01    -5.82646E-03    -1.87200E+00    -1.08997E+02
           T     7.95000E+01     1.14932E-05     8.69853E-11     1.17759E-01     2.52086E-01     2.09196E-04     6.22142E-01    -5.61253E-03    -1.87200E+00    -1.08997E+02
           T     8.05000E+01     1.69245E-05     1.08454E-10     1.39082E-01     2.38794E-01     1.67785E-04     6.16837E-01    -5.39266E-03    -1.87200E+00    -1.08997E+02
           T     8.15000E+01     2.39363E-05     1.32779E-10     1.60667E-01     2.25319E-01     1.37047E-04     6.11442E-01    -5.16707E-03    -1.87200E+00    -1.08997E+02
           T     8.25000E+01     3.28790E-05     1.60558E-10     1.82510E-01     2.11667E-01     1.13336E-04     6.05958E-01    -4.93572E-03    -1.87200E+00    -1.08997E+02
           T     8.35000E+01     4.42121E-05     1.92581E-10     2.04610E-01     1.97840E-01     9.44901E-05     6.00385E-01    -4.69846E-03    -1.87200E+00    -1.08997E+02
           T     8.45000E+01     5.85506E-05     2.29908E-10     2.26975E-01     1.83833E-01     7.91491E-05     5.94720E-01    -4.45503E-03    -1.87200E+00    -1.08997E+02
           T     8.55000E+01     7.67360E-05     2.73990E-10     2.49612E-01     1.69641E-01     6.64149E-05     5.88960E-01    -4.20513E-03    -1.87200E+00    -1.08997E+02
           T     8.65000E+01     9.99508E-05     3.26865E-10     2.72532E-01     1.55256E-01     5.56713E-05     5.83100E-01    -3.94837E-03    -1.87200E+00    -1.08997E+02
           T     8.75000E+01     1.29909E-04     3.91487E-10     2.95747E-01     1.40671E-01     4.64818E-05     5.77135E-01    -3.68433E-03    -1.87200E+00    -1.08997E+02
           T     8.85000E+01     1.69189E-04     4.72297E-10     3.19269E-01     1.25876E-01     3.85287E-05     5.71059E-01    -3.41254E-03    -1.87200E+00    -1.08997E+02
           T     8.95000E+01     2.21854E-04     5.76289E-10     3.43106E-01     1.10863E-01     3.15762E-05     5.64864E-01    -3.13245E-03    -1.87200E+00    -1.08997E+02
           T     9.05000E+01     2.94683E-04     7.15126E-10     3.67259E-01     9.56290E-02     2.54459E-05     5.58542E-01    -2.84348E-03    -1.87200E+00    -1.08997E+02
           T     9.15000E+01     3.99842E-04     9.09744E-10     3.91714E-01     8.01770E-02     2.00023E-05     5.52088E-01    -2.54503E-03    -1.87200E+00    -1.08997E+02
           T     9.25000E+01     5.61398E-04     1.20156E-09     4.16415E-01     6.45329E-02     1.51445E-05     5.45496E-01    -2.23656E-03    -1.87200E+00    -1.08997E+02
           T     9.35000E+01     8.33669E-04     1.68410E-09     4.41192E-01     4.87821E-02     1.08052E-05     5.38767E-01    -1.91783E-03    -1.87200E+00    -1.08997E+02
           T     9.45000E+01     1.36373E-03     2.61090E-09     4.65520E-01     3.32007E-02     6.96962E-06     5.31929E-01    -1.58985E-03    -1.87200E+00    -1.08997E+02
           T     9.55000E+01     2.64353E-03     4.83257E-09     4.87535E-01     1.87857E-02     3.76549E-06     5.25111E-01    -1.25859E-03    -1.87200E+00    -1.08997E+02
           T     9.65000E+01     6.12856E-03     1.08897E-08     5.01583E-01     8.57686E-03     1.67103E-06     5.18739E-01    -9.45102E-04    -1.87200E+00    -1.08997E+02
           T     9.75000E+01     1.25560E-02     2.21764E-08     5.04616E-01     4.23710E-03     8.20556E-07     5.13091E-01    -6.63986E-04    -1.87200E+00    -1.08997E+02
           T     9.85000E+01     2.03269E-02     3.60460E-08     5.02590E-01     2.59631E-03     5.04827E-07     5.07783E-01    -3.96965E-04    -1.87200E+00    -1.08997E+02
           T     9.95000E+01     2.85311E-02     5.09651E-08     4.98937E-01     1.82294E-03     3.57048E-07     5.02583E-01    -1.32663E-04    -1.87200E+00    -1.08997E+02
           T     1.00000E+02     3.27046E-02     5.86662E-08     4.96846E-01     1.57701E-03     3.10179E-07     5.00000E-01     0.00000E+00    -1.87200E+00    -1.08997E+02
           T     0.00000E+00     1.55497E-25     4.23641E-14     3.27133E-18     1.43789E-14     4.29538E-01     4.29538E-01     3.84558E-03    -1.88000E+00    -1.08997E+02
           T     5.00000E-01     3.25809E-14     4.27654E-14     6.79001E-07     2.95650E-03     4.25508E-01     4.31421E-01     3.73301E-03    -1.88000E+00    -1.08997E+02
           T     1.50000E+00     1.00330E-13     4.35755E-14     2.05205E-06     8.76891E-03     4.17597E-01     4.35137E-01     3.51279E-03    -1.88000E+00    -1.08997E+02
           T     2.50000E+00     1.72092E-13     4.44015E-14     3.45433E-06     1.44866E-02     4.09829E-01     4.38806E-01     3.29721E-03    -1.88000E+00    -1.08997E+02
           T     3.50000E+00     2.48110E-13     4.52443E-14     4.88744E-06     2.01149E-02     4.02195E-01     4.42429E-01     3.08603E-03    -1.88000E+00    -1.08997E+02
           T     4.50000E+00     3.28646E-13     4.61049E-14     6.35303E-06     2.56587E-02     3.94687E-01     4.46011E-01     2.87899E-03    -1.88000E+00    -1.08997E+02
           T     5.50000E+00     4.13979E-13     4.69843E-14     7.85281E-06     3.11224E-02     3.87300E-01     4.49552E-01     2.67591E-03    -1.88000E+00    -1.08997E+02
           T     6.50000E+00     5.04411E-13     4.78835E-14     9.38855E-06     3.65100E-02     3.80026E-01     4.53056E-01     2.47656E-03    -1.88000E+00    -1.08997E+02
           T     7.50000E+00     6.00269E-13     4.88037E-14     1.09621E-05     4.18255E-02     3.72861E-01     4.56523E-01     2.28079E-03    -1.88000E+00    -1.08997E+02
           T     8.50000E+00     7.01903E-13     4.97459E-14     1.25754E-05     4.70721E-02     3.65799E-01     4.59956E-01     2.08842E-03    -1.88000E+00    -1.08997E+02
           T     9.50000E+00     8.09692E-13     5.07112E-14     1.42304E-05     5.22531E-02     3.58836E-01     4.63356E-01     1.89929E-03    -1.88000E+00    -1.08997E+02
           T     1.05000E+01     9.24045E-13     5.17010E-14     1.59292E-05     5.73714E-02     3.51966E-01     4.66725E-01     1.71328E-03    -1.88000E+00    -1.08997E+02
           T     1.15000E+01     1.04540E-12     5.27164E-14     1.76741E-05     6.24298E-02     3.45187E-01     4.70064E-01     1.53023E-03    -1.88000E+00    -1.08997E+02
           T     1.25000E+01     1.17425E-12     5.37589E-14     1.94675E-05     6.74309E-02     3.38493E-01     4.73374E-01     1.35004E-03    -1.88000E+00    -1.08997E+02
           T     1.35000E+01     1.31110E-12     5.48298E-14     2.13117E-05     7.23770E-02     3.31882E-01     4.76657E-01     1.17259E-03    -1.88000E+00    -1.08997E+02
           T     1.45000E+01     1.45651E-12     5.59307E-14     2.32094E-05     7.72704E-02     3.25349E-01     4.79913E-01     9.97760E-04    -1.88000E+00    -1.08997E+02
           T     1.55000E+01     1.61110E-12     5.70631E-14     2.51633E-05     8.21130E-02     3.18893E-01     4.83144E-01     8.25462E-04    -1.88000E+00    -1.08997E+02
           T     1.65000E+01     1.77553E-12     5.82286E-14     2.71764E-05     8.69070E-02     3.12510E-01     4.86351E-01     6.55598E-04    -1.88000E+00    -1.08997E+02
           T     1.75000E+01     1.95052E-12     5.94292E-14     2.92517E-05     9.16541E-02     3.06197E-01     4.89534E-01     4.88081E-04    -1.88000E+00    -1.08997E+02
           T     1.85000E+01     2.13687E-12     6.06666E-14     3.13927E-05     9.63560E-02     2.99951E-01     4.92695E-01     3.22825E-04    -1.88000E+00    -1.08997E+02
           T     1.95000E+01     2.33542E-12     6.19428E-14     3.36027E-05     1.01014E-01     2.93771E-01     4.95833E-01     1.59754E-04    -1.88000E+00    -1.08997E+02
           T     2.05000E+01     2.54712E-12     6.32601E-14     3.58856E-05     1.05631E-01     2.87654E-01     4.98951E-01    -1.20718E-06    -1.88000E+00    -1.08997E+02
           T     2.15000E+01     2.77299E-12     6.46206E-14     3.82453E-05     1.10206E-01     2.81598E-01     5.02049E-01    -1.60128E-04    -1.88000E+00    -1.08997E+02
           T     2.25000E+01     3.01417E-12     6.60269E-14     4.06862E-05     1.14743E-01     2.75600E-01     5.05127E-01    -3.17075E-04    -1.88000E+00    -1.08997E+02
           T     2.35000E+01     3.27188E-12     6.74815E-14     4.32128E-05     1.19242E-01     2.69659E-01     5.08186E-01    -4.72111E-04    -1.88000E+00    -1.08997E+02
           T     2.45000E+01     3.54748E-12     6.89873E-14     4.58302E-05     1.23704E-01     2.63773E-01     5.11226E-01    -6.25295E-04    -1.88000E+00    -1.08997E+02
           T     2.55000E+01     3.84248E-12     7.05472E-14     4.85435E-05     1.28130E-01     2.57941E-01     5.14249E-01    -7.76683E-04    -1.88000E+00    -1.08997E+02
           T     2.65000E+01     4.15850E-12     7.21646E-14     5.13585E-05     1.32522E-01     2.52160E-01     5.17255E-01    -9.26329E-04    -1.88000E+00    -1.08997E+02
           T     2.75000E+01     4.49738E-12     7.38429E-14     5.42814E-05     1.36881E-01     2.46429E-01     5.20244E-01    -1.07428E-03    -1.88000E+00    -1.08997E+02
           T     2.85000E+01     4.86113E-12     7.55859E-14     5.73187E-05     1.41207E-01     2.40746E-01     5.23217E-01    -1.22060E-03    -1.88000E+00    -1.08997E+02
           T     2.95000E+01     5.25199E-12     7.73977E-14     6.04777E-05     1.45501E-01     2.35110E-01     5.26174E-01    -1.36531E-03    -1.88000E+00    -1.08997E+02
           T     3.05000E+01     5.67243E-12     7.92827E-14     6.37662E-05     1.49766E-01     2.29521E-01     5.29116E-01    -1.50848E-03    -1.88000E+00    -1.08997E+02
           T     3.15000E+01     6.12521E-12     8.12457E-14     6.71925E-05     1.54000E-01     2.23975E-01     5.32043E-01    -1.65013E-03    -1.88000E+00    -1.08997E+02
           T     3.25000E+01     6.61343E-12     8.32918E-14     7.07660E-05     1.58206E-01     2.18473E-01     5.34955E-01    -1.79032E-03    -1.88000E+00    -1.08997E+02
           T     3.35000E+01     7.14053E-12     8.54269E-14     7.44965E-05     1.62383E-01     2.13013E-01     5.37853E-01    -1.92907E-03    -1.88000E+00    -1.08997E+02
           T     3.45000E+01     7.71036E-12     8.76571E-14     7.83949E-05     1.66533E-01     2.07593E-01     5.40738E-01    -2.06643E-03    -1.88000E+00    -1.08997E+02
           T     3.55000E+01     8.32728E-12     8.99891E-14     8.24733E-05     1.70657E-01     2.02214E-01     5.43610E-01    -2.20242E-03    -1.88000E+00    -1.08997E+02
           T     3.65000E+01     8.99616E-12     9.24303E-14     8.67447E-05     1.74754E-01     1.96873E-01     5.46468E-01    -2.33710E-03    -1.88000E+00    -1.08997E+02
           T     3.75000E+01     9.72254E-12     9.49891E-14     9.12233E-05     1.78827E-01     1.91570E-01     5.49314E-01    -2.47048E-03    -1.88000E+00    -1.08997E+02
           T     3.85000E+01     1.05127E-11     9.76742E-14     9.59252E-05     1.82874E-01     1.86303E-01     5.52148E-01    -2.60259E-03    -1.88000E+00    -1.08997E+02
           T     3.95000E+01     1.13736E-11     1.00496E-13     1.00868E-04     1.86898E-01     1.81073E-01     5.54969E-01    -2.73348E-03    -1.88000E+00    -1.08997E+02
           T     4.05000E+01     1.23135E-11     1.03464E-13     1.06070E-04     1.90898E-01     1.75877E-01     5.57779E-01    -2.86315E-03    -1.88000E+00    -1.08997E+02
           T     4.15000E+01     1.33416E-11     1.06592E-13     1.11553E-04     1.94875E-01     1.70716E-01     5.60577E-01    -2.99166E-03    -1.88000E+00    -1.08997E+02
